trainer_id,trainer,total_races,wins,top3,total_prize,win_rate,top3_rate,turf_races,turf_wins,turf_top3,turf_wr,dirt_races,dirt_wins,dirt_top3,dirt_wr
05650,高橋優子,3,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05651,川村守男,3,0,0,105,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05652,ヘッド,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05653,ドゥーメ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05654,桜田浩樹,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05655,蛯名雄太,3,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05656,柘榴浩樹,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05658,リヨン,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05659,武智政明,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05660,斉藤正弘,25,2,2,3860,0.08,0.08,24.0,2.0,2.0,0.08333333333333333,1.0,0.0,0.0,0.0
05661,石川浩文,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05662,堀江仁,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05663,別府真司,3,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05664,ショー,1,0,0,1400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05665,ハガス,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05666,チャタポ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05667,渡辺和雄,4,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
05668,坂口義幸,15,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
05669,佐藤厚弘,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05670,林隆之,2,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05671,倉地学,4,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05672,朝倉実,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05673,森下淳平,5,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05674,米田英世,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05675,笹野博司,43,0,0,0,0.0,0.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
05676,シャム,4,1,2,22300,0.25,0.5,4.0,1.0,2.0,0.25,0.0,0.0,0.0,0.0
05677,バリッジ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05678,ラフォン,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05679,ヴェリア,2,0,0,1800,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05680,ボッティ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05681,新井清重,3,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05682,マリンズ,3,1,1,6500,0.3333333333333333,0.3333333333333333,3.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
05683,菅原勲,7,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05684,三小田幸,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05685,板垣吉則,5,0,2,540,0.0,0.4,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
05686,ブリーン,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05687,栗林信文,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05688,小野望,12,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05689,安田武広,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05691,新子雅司,6,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
05693,ピアース,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05694,カルヴァ,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05695,パパプロ,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05696,立花伸,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05697,後藤正義,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05698,嶋田幸晴,4,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05699,チャン,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05700,土屋洋之,3,0,1,331,0.0,0.3333333333333333,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05701,グラファ,5,1,1,50000,0.2,0.2,5.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0
05702,盛本信春,9,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05703,山田質,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05704,飯田良弘,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05705,栗本陽一,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05706,川島洋人,9,0,0,390,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05707,諏訪貴正,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05708,湯前良人,16,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05709,千葉博次,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05710,グリュー,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05711,的場直之,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05712,佐々木洋,3,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05713,山田信大,8,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05714,渋谷信博,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05715,北野真弘,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05716,尾島徹,9,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05717,張田京,3,0,0,100,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05718,坂本和也,6,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05719,佐藤裕太,8,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05720,伊藤和忍,4,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05721,山口竜一,3,0,0,470,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05722,伊藤滋規,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05723,川島雅人,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05726,那俄性哲,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05727,福永敏,5,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05728,藤田輝信,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05729,高橋清顕,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05730,ムニュイ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05731,加藤和義,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05732,モラ,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05733,平山真希,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05734,橋本忠明,4,0,0,72,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05735,高本友芳,2,0,0,72,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05736,佐々木国,3,0,1,800,0.0,0.3333333333333333,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05737,沼沢英知,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05738,平山宏秀,4,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05739,斎藤雄一,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05740,長南和宏,7,0,1,400,0.0,0.14285714285714285,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05741,池田忠好,7,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05742,米谷康秀,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05743,須田和伸,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05744,渡瀬寛彰,3,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05745,渡辺博文,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05746,佐野謙二,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05747,マルチア,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05748,稲益貴弘,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05749,桜井拓章,4,0,0,350,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05750,佐宗応和,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05751,野口寛仁,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05752,大山寿文,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05753,山下貴之,5,0,0,300,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05754,ビエトリ,2,0,0,3000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05755,永島太郎,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05756,南弘樹,4,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05757,雑賀伸一,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05758,小国博行,5,0,0,160,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05759,井樋明正,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05760,松浦聡志,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05761,ハリント,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05762,千葉幸喜,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05763,シャペ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05764,ワッテル,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05765,加藤誠一,4,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05766,藤原智行,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05767,松平幸秀,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05768,田中一巧,8,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05769,福田真広,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05770,北村欣也,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05771,鮫島克也,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05772,高野毅,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05773,市村誠,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05774,保利良平,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05775,石橋満,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05776,ゴーヴァ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05777,吉見真幸,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05778,飯田弘道,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05779,長谷川忍,4,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05780,宇野木博,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05781,井樋一也,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05782,ン,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05783,シュタイ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05784,リー,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05785,工藤真司,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05786,マン,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05787,ユースタ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05788,水野貴史,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
